epoch,train_loss,train_acc
0,0.0004336841776967049,0.519926525298506
1,0.00043433528393507006,0.521651378814131
2,0.00043093800544738767,0.5222402227669954
3,0.00043925698846578596,0.5222420247457922
4,0.0004426893964409828,0.5222693452425301
5,0.00043349478393793104,0.5222646368294954
6,0.00043680649250745775,0.522273937407881
7,0.0004306725412607193,0.521623064596206
8,0.000437866747379303,0.522154308501631
9,0.00043802276253700255,0.5222283063642681
