epoch,train_loss,train_acc
0,0.00022193631157279014,0.5075321258231997
1,0.00025692088529467584,0.5120560516044498
2,0.00010253746062517166,0.5138015435636043
3,8.575242012739182e-05,0.5142292242497206
4,8.11498612165451e-05,0.5150479949638247
5,3.137467429041863e-05,0.5157769097387791
6,2.7370001189410685e-05,0.5156881609931588
7,6.427834276109934e-05,0.5163509612902999
8,9.978583548218012e-06,0.5157233648747206
9,3.6112466477788986e-06,0.5160659478604793
