epoch,train_loss,train_acc
0,0.00031513411551713943,0.5068095941096544
1,0.00022084828466176987,0.5107127716019749
2,0.00038774825632572176,0.5129009027034044
3,0.00024498218670487403,0.5127021246403456
4,0.00018513217568397522,0.5129446099698544
5,5.173211917281151e-05,0.5144913543388248
6,0.0001770617812871933,0.5143142803944647
7,0.0001237528957426548,0.5141546783223748
8,6.898943684063852e-06,0.5152387457340956
9,9.91794839501381e-05,0.5152934808284044
